antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.262,0.23175,0.084,0.3206106870229008,1.3834333852120853,1.0,0.023281499999999997,1.130794943820225,0.375556523422377,0.20500305064063454,0.11566636774865055,0.34153511697423355
DEPTH_HIGH & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.26125,0.23175,0.0835,0.3196172248803828,1.3791466014256,1.0,0.022955312500000005,1.129143811533052,0.372133904779274,0.20390720390720393,0.11437321819769969,0.3399596372514104
DEPTH_LOW & SEQ_SHORT,FAILURE_NO_FAILURE,0.25025,0.13775,0.0825,0.3296703296703297,2.3932510320895077,1.0,0.0480280625,1.2863073770491804,0.7764699344225853,0.2700490998363339,0.22258084044108983,0.4642907002253645
DEPTH_LOW,FAILURE_NO_FAILURE,0.2505,0.13775,0.0825,0.3293413173652695,2.390862558005586,1.0,0.047993625,1.2856763392857142,0.7761719934501788,0.26982829108748985,0.22219926629779008,0.4641261940728344
DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.2575,0.23175,0.081,0.3145631067961165,1.3573381091526062,1.0,0.021324375,1.1208179886685552,0.3545641601197157,0.19840783833435396,0.10779447679286232,0.3320388349514563
MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.37625,0.2085,0.0805,0.21395348837209305,1.0261558195304223,1.0,0.0020518750000000086,1.0069378698224851,0.040864337370393126,0.15964303420922163,0.006890067431576825,0.3000223077352072
MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.37625,0.2085,0.0805,0.21395348837209305,1.0261558195304223,1.0,0.0020518750000000086,1.0069378698224851,0.040864337370393126,0.15964303420922163,0.006890067431576825,0.3000223077352072
PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.37625,0.2085,0.0805,0.21395348837209305,1.0261558195304223,1.0,0.0020518750000000086,1.0069378698224851,0.040864337370393126,0.15964303420922163,0.006890067431576825,0.3000223077352072
TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.37625,0.2085,0.0805,0.21395348837209305,1.0261558195304223,1.0,0.0020518750000000086,1.0069378698224851,0.040864337370393126,0.15964303420922163,0.006890067431576825,0.3000223077352072
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.3555,0.23575,0.07975,0.22433192686357245,0.9515670280533296,1.0,-0.004059124999999997,0.9852796917497733,-0.07319277651556129,0.15591397849462368,-0.014940233086591478,0.2813070026682656
DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.3555,0.23575,0.07975,0.22433192686357245,0.9515670280533296,1.0,-0.004059124999999997,0.9852796917497733,-0.07319277651556129,0.15591397849462368,-0.014940233086591478,0.2813070026682656
DEPTH_HIGH & PATTERN_A_T_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.3555,0.23575,0.07975,0.22433192686357245,0.9515670280533296,1.0,-0.004059124999999997,0.9852796917497733,-0.07319277651556129,0.15591397849462368,-0.014940233086591478,0.2813070026682656
PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.38675,0.2085,0.07825,0.20232708468002586,0.9703936915109155,1.0,-0.002387374999999997,0.9922613452188006,-0.04739282395373618,0.15135396518375244,-0.00779900861651817,0.2888134224359362
SEQ_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.38675,0.2085,0.07825,0.20232708468002586,0.9703936915109155,1.0,-0.002387374999999997,0.9922613452188006,-0.04739282395373618,0.15135396518375244,-0.00779900861651817,0.2888134224359362
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,0.3555,0.18625,0.078,0.21940928270042195,1.1780364171834736,1.0,0.01178812500000001,1.0424797297297297,0.23449155576773906,0.16819407008086257,0.04074873450128658,0.3191006145045734
DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,0.3555,0.18625,0.078,0.21940928270042195,1.1780364171834736,1.0,0.01178812500000001,1.0424797297297297,0.23449155576773906,0.16819407008086257,0.04074873450128658,0.3191006145045734
DEPTH_HIGH & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,0.3555,0.18625,0.078,0.21940928270042195,1.1780364171834736,1.0,0.01178812500000001,1.0424797297297297,0.23449155576773906,0.16819407008086257,0.04074873450128658,0.3191006145045734
DEPTH_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.33325,0.23575,0.078,0.23405851462865718,0.9928250885627028,1.0,-0.000563687499999993,0.9977916258570029,-0.010722569707402946,0.1588594704684318,-0.0022132618532454173,0.2824587376960889
MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.30825,0.23175,0.0775,0.251419302514193,1.084872934257575,1.0,0.006063062499999994,1.026275460455038,0.11309441924991537,0.16756756756756755,0.025602736757817074,0.2929156922495453
MULTI_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.30825,0.23175,0.0775,0.251419302514193,1.084872934257575,1.0,0.006063062499999994,1.026275460455038,0.11309441924991537,0.16756756756756755,0.025602736757817074,0.2929156922495453
MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.3425,0.23575,0.07725,0.22554744525547443,0.9567229915396583,1.0,-0.003494375000000008,0.9868261074458058,-0.0643694305648301,0.15419161676646706,-0.013349760869513321,0.2766125349289037
MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.3425,0.2085,0.07725,0.22554744525547443,1.0817623273643857,1.0,0.005838750000000004,1.0220122525918944,0.11495440953892731,0.16306068601583112,0.021538149406790198,0.2980255211888883
MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.3425,0.23575,0.07725,0.22554744525547443,0.9567229915396583,1.0,-0.003494375000000008,0.9868261074458058,-0.0643694305648301,0.15419161676646706,-0.013349760869513321,0.2766125349289037
MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.3425,0.2085,0.07725,0.22554744525547443,1.0817623273643857,1.0,0.005838750000000004,1.0220122525918944,0.11495440953892731,0.16306068601583112,0.021538149406790198,0.2980255211888883
TOOL_LOW,FAILURE_INTENT_MISUNDERSTANDING,0.3565,0.23575,0.07725,0.21669004207573633,0.919151822166432,1.0,-0.006794874999999992,0.975667412712623,-0.12025210046854042,0.15000000000000002,-0.02493942809848041,0.2721838333390347
DEPTH_HIGH & PATTERN_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.3345,0.18625,0.07675,0.2294469357249626,1.23192985624141,1.0,0.014449374999999993,1.0560596508244422,0.28289327169452066,0.17286036036036034,0.05308379198152088,0.32076373631885713
MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.37625,0.18625,0.07675,0.20398671096345516,1.0952306628910344,1.0,0.006673437500000004,1.0222819282136895,0.13939931981226306,0.15800308800823468,0.021796265392878853,0.3080336239381034
DEPTH_HIGH & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.335,0.18625,0.07675,0.22910447761194028,1.2300911549634377,1.0,0.014356249999999994,1.0555905130687318,0.28128137934412567,0.17266591676040494,0.0526629525185134,0.32059250726234595
MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.37625,0.18625,0.07675,0.20398671096345516,1.0952306628910344,1.0,0.006673437500000004,1.0222819282136895,0.13939931981226306,0.15800308800823468,0.021796265392878853,0.3080336239381034
PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.37625,0.18625,0.07675,0.20398671096345516,1.0952306628910344,1.0,0.006673437500000004,1.0222819282136895,0.13939931981226306,0.15800308800823468,0.021796265392878853,0.3080336239381034
TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.37625,0.18625,0.07675,0.20398671096345516,1.0952306628910344,1.0,0.006673437500000004,1.0222819282136895,0.13939931981226306,0.15800308800823468,0.021796265392878853,0.3080336239381034
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.3225,0.23575,0.07625,0.23643410852713176,1.0029018389273883,1.0,0.00022062500000000207,1.0008959390862944,0.004270764019115641,0.15819502074688796,0.0008951370979807282,0.2799349757906072
PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.3225,0.23575,0.07625,0.23643410852713176,1.0029018389273883,1.0,0.00022062500000000207,1.0008959390862944,0.004270764019115641,0.15819502074688796,0.0008951370979807282,0.2799349757906072
MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.3425,0.18625,0.07625,0.22262773722627735,1.1953167099397441,1.0,0.012459374999999995,1.0467957746478873,0.24851960356541786,0.16850828729281764,0.04470382454842071,0.3160118551903199
PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.3225,0.23575,0.07625,0.23643410852713176,1.0029018389273883,1.0,0.00022062500000000207,1.0008959390862944,0.004270764019115641,0.15819502074688796,0.0008951370979807282,0.2799349757906072
NO_USER_REENTRY & PATTERN_A_T_A,FAILURE_NO_FAILURE,0.3305,0.13775,0.07625,0.2307110438729198,1.674853313052049,1.0,0.03072362499999999,1.1208402163225173,0.6018413545709421,0.19451530612244894,0.10781217033681623,0.39212503191831105
MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.3425,0.18625,0.07625,0.22262773722627735,1.1953167099397441,1.0,0.012459374999999995,1.0467957746478873,0.24851960356541786,0.16850828729281764,0.04470382454842071,0.3160118551903199
DEPTH_HIGH & MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.32925,0.18625,0.07525,0.22854973424449507,1.2271126670845374,1.0,0.0139271875,1.0548314468503937,0.275928294676832,0.17092561044860874,0.05198124023901084,0.31628828994103947
PATTERN_A_T_A & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,0.305,0.23175,0.07525,0.24672131147540982,1.064601128264983,1.0,0.004566249999999994,1.0198748639825899,0.08731088219125684,0.16305525460455034,0.019487551546254228,0.28571232779811484
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_WRONG_TOOL_SELECTION,0.3555,0.2085,0.075,0.2109704641350211,1.0118487488490222,1.0,0.000878250000000011,1.0031310160427807,0.018169123351435446,0.15337423312883436,0.003121243379685548,0.2853413471754242
DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_WRONG_TOOL_SELECTION,0.3555,0.2085,0.075,0.2109704641350211,1.0118487488490222,1.0,0.000878250000000011,1.0031310160427807,0.018169123351435446,0.15337423312883436,0.003121243379685548,0.2853413471754242
PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.2215,0.23175,0.075,0.3386004514672686,1.4610591217573616,1.0,0.023667374999999997,1.16155204778157,0.4053500321130379,0.1982815598149372,0.1390829176274241,0.33111252346826214
DEPTH_HIGH & PATTERN_A_T_A_T_A,FAILURE_WRONG_TOOL_SELECTION,0.3555,0.2085,0.075,0.2109704641350211,1.0118487488490222,1.0,0.000878250000000011,1.0031310160427807,0.018169123351435446,0.15337423312883436,0.003121243379685548,0.2853413471754242
SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.2215,0.23175,0.075,0.3386004514672686,1.4610591217573616,1.0,0.023667374999999997,1.16155204778157,0.4053500321130379,0.1982815598149372,0.1390829176274241,0.33111252346826214
DEPTH_HIGH & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.335,0.2085,0.07475,0.22313432835820893,1.0701886252192274,1.0,0.00490249999999999,1.0188376560999037,0.09862448764050574,0.15946666666666667,0.01848935989666322,0.29082375890332507
DEPTH_HIGH & PATTERN_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.3345,0.23575,0.07425,0.22197309417040356,0.9415613750600363,1.0,-0.004608374999999998,0.9822925072046109,-0.08530591844951337,0.14969758064516125,-0.018026700463979622,0.2684626870639929
DEPTH_HIGH & PATTERN_A_T_A & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.3345,0.2085,0.07425,0.22197309417040356,1.0646191566925831,1.0,0.00450674999999999,1.0173170028818443,0.09120506340641557,0.15839999999999999,0.017022228895013987,0.2890441010420363
DEPTH_HIGH & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.335,0.23575,0.07425,0.2216417910447761,0.9401560595748721,1.0,-0.004726250000000001,0.9818744007670182,-0.08735733099209836,0.14954682779456194,-0.0184602014461549,0.2682970355011791
DEPTH_MEDIUM & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.281,0.23175,0.074,0.26334519572953735,1.1363330991565797,1.0,0.00887824999999999,1.0428900966183576,0.16686557907002952,0.16866096866096864,0.041126190341083425,0.2913273982962681
SEQ_SHORT,FAILURE_WRONG_TOOL_SELECTION,0.3415,0.2085,0.0735,0.2152269399707174,1.0322635010585968,1.0,0.002297249999999987,1.0085718283582088,0.04746408814095087,0.15424973767051414,0.008498976589661922,0.2838724627911141
DEPTH_HIGH & MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.32925,0.2085,0.07325,0.22247532270311313,1.0670279266336362,1.0,0.004601375000000005,1.0179741210937499,0.0936524877276851,0.15769644779332617,0.017656756415809393,0.2868971337736189
DEPTH_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,0.2665,0.23175,0.073,0.273921200750469,1.181968503777644,1.0,0.011238624999999988,1.058080749354005,0.20988925306514997,0.17166372721928275,0.05489254897555351,0.29445790350360557
DEPTH_HIGH & MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.32925,0.23575,0.07275,0.22095671981776766,0.9372501370849106,1.0,-0.004870687499999998,0.9810109649122807,-0.09075632013639474,0.14779075672930422,-0.019356598210313814,0.2647731637264872
TOOL_LOW,FAILURE_WRONG_TOOL_SELECTION,0.3565,0.2085,0.07275,0.20406732117812063,0.9787401495353507,1.0,-0.0015802499999999914,0.9944308370044053,-0.0326532509899032,0.14779075672930422,-0.005600352270220298,0.27649409224373656
NO_USER_REENTRY & SEQ_SHORT,FAILURE_NO_FAILURE,0.1805,0.13775,0.072,0.39889196675900274,2.8957674537858638,1.0,0.047136124999999994,1.4344343317972348,0.7988632126635482,0.2923857868020304,0.3028610806135143,0.4607889960836756
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.311,0.23575,0.071,0.22829581993569129,0.9683809965458804,1.0,-0.002318250000000008,0.9903406249999999,-0.04524540251477212,0.14923804519180242,-0.009753588569589404,0.2647311549307301
DEPTH_HIGH & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.311,0.23575,0.071,0.22829581993569129,0.9683809965458804,1.0,-0.002318250000000008,0.9903406249999999,-0.04524540251477212,0.14923804519180242,-0.009753588569589404,0.2647311549307301
DEPTH_HIGH & TOOL_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.311,0.23575,0.071,0.22829581993569129,0.9683809965458804,1.0,-0.002318250000000008,0.9903406249999999,-0.04524540251477212,0.14923804519180242,-0.009753588569589404,0.2647311549307301
MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.30825,0.23575,0.0705,0.2287104622871046,0.9701398188212285,1.0,-0.0021699375000000104,0.9908730283911671,-0.04259932050163637,0.1488912354804646,-0.009211040514092763,0.26387803071937416
NO_USER_REENTRY & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,0.3305,0.23175,0.0705,0.2133131618759455,0.9204451429382762,1.0,-0.006093375000000012,0.9765639423076923,-0.11433698061429146,0.1433655312658871,-0.02399848763300293,0.2587601408085229
MULTI_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_INTENT_MISUNDERSTANDING,0.30825,0.23575,0.0705,0.2287104622871046,0.9701398188212285,1.0,-0.0021699375000000104,0.9908730283911671,-0.04259932050163637,0.1488912354804646,-0.009211040514092763,0.26387803071937416
DEPTH_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.33325,0.2085,0.07,0.2100525131282821,1.0074461061308495,1.0,0.0005173750000000144,1.0019653371320039,0.011085221490171179,0.14838367779544254,0.0019614821582844126,0.2728919639981938
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.311,0.2085,0.06775,0.21784565916398715,1.0448233053428642,1.0,0.0029065000000000063,1.0119486125385406,0.062264686507532835,0.14997232982844494,0.01180752895007854,0.27139285356280896
DEPTH_HIGH & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.311,0.2085,0.06775,0.21784565916398715,1.0448233053428642,1.0,0.0029065000000000063,1.0119486125385406,0.062264686507532835,0.14997232982844494,0.01180752895007854,0.27139285356280896
DEPTH_HIGH & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.311,0.2085,0.06775,0.21784565916398715,1.0448233053428642,1.0,0.0029065000000000063,1.0119486125385406,0.062264686507532835,0.14997232982844494,0.01180752895007854,0.27139285356280896
PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.20825,0.23175,0.0675,0.32412965186074433,1.3986176995069872,1.0,0.019238062500000007,1.1366825044404976,0.3599726344595307,0.18120805369127518,0.1202468621682321,0.3076958938915372
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.28875,0.23575,0.0675,0.2337662337662338,0.9915852969935686,1.0,-0.0005728124999999917,0.9974110169491526,-0.01179058682773376,0.1477024070021882,-0.0025957032826512253,0.2600432441365633
PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.28875,0.23575,0.0675,0.2337662337662338,0.9915852969935686,1.0,-0.0005728124999999917,0.9974110169491526,-0.01179058682773376,0.1477024070021882,-0.0025957032826512253,0.2600432441365633
PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.28875,0.23575,0.0675,0.2337662337662338,0.9915852969935686,1.0,-0.0005728124999999917,0.9974110169491526,-0.01179058682773376,0.1477024070021882,-0.0025957032826512253,0.2600432441365633
DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.24325,0.23175,0.06725,0.27646454265159304,1.1929430103628609,1.0,0.010876812500000006,1.0618000710227273,0.21372578638597123,0.16492949110974867,0.058203114417953825,0.2833239649611795
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.3225,0.2085,0.06725,0.20852713178294574,1.0001301284553752,1.0,8.750000000001812e-06,1.000034280117532,0.00019204653013076857,0.1450134770889488,3.427894244567225e-05,0.26553454910490215
PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.3225,0.2085,0.06725,0.20852713178294574,1.0001301284553752,1.0,8.750000000001812e-06,1.000034280117532,0.00019204653013076857,0.1450134770889488,3.427894244567225e-05,0.26553454910490215
DEPTH_MEDIUM & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,0.24325,0.23175,0.06725,0.27646454265159304,1.1929430103628609,1.0,0.010876812500000006,1.0618000710227273,0.21372578638597123,0.16492949110974867,0.058203114417953825,0.2833239649611795
NO_TOOL_CYCLE & SEQ_SHORT,FAILURE_INTENT_MISUNDERSTANDING,0.22075,0.23575,0.06725,0.304643261608154,1.2922301658882462,1.0,0.015208187500000005,1.0990761400651465,0.2902073173495152,0.1727681438664098,0.09014492850265494,0.2949515353639922
PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_WRONG_TOOL_SELECTION,0.3225,0.2085,0.06725,0.20852713178294574,1.0001301284553752,1.0,8.750000000001812e-06,1.000034280117532,0.00019204653013076857,0.1450134770889488,3.427894244567225e-05,0.26553454910490215
NO_TOOL_CYCLE,FAILURE_INTENT_MISUNDERSTANDING,0.22075,0.23575,0.06725,0.304643261608154,1.2922301658882462,1.0,0.015208187500000005,1.0990761400651465,0.2902073173495152,0.1727681438664098,0.09014492850265494,0.2949515353639922
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.311,0.18625,0.0665,0.21382636655948553,1.148061028507305,1.0,0.008576250000000007,1.0350766871165644,0.18717875967131195,0.1543818920487522,0.033888008060811714,0.28543667321262867
DEPTH_HIGH & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.311,0.18625,0.0665,0.21382636655948553,1.148061028507305,1.0,0.008576250000000007,1.0350766871165644,0.18717875967131195,0.1543818920487522,0.033888008060811714,0.28543667321262867
DEPTH_LOW & NO_USER_REENTRY & SEQ_SHORT,FAILURE_NO_FAILURE,0.1685,0.13775,0.0665,0.3946587537091988,2.865036324567686,1.0,0.043289125,1.4244031862745097,0.7828794777081006,0.2773722627737226,0.29795158446993186,0.43870868719942696
DEPTH_HIGH & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,0.311,0.18625,0.0665,0.21382636655948553,1.148061028507305,1.0,0.008576250000000007,1.0350766871165644,0.18717875967131195,0.1543818920487522,0.033888008060811714,0.28543667321262867
DEPTH_LOW & NO_USER_REENTRY,FAILURE_NO_FAILURE,0.1685,0.13775,0.0665,0.3946587537091988,2.865036324567686,1.0,0.043289125,1.4244031862745097,0.7828794777081006,0.2773722627737226,0.29795158446993186,0.43870868719942696
DEPTH_LOW & SEQ_SHORT,FAILURE_INTENT_MISUNDERSTANDING,0.25025,0.23575,0.06625,0.26473526473526476,1.1229491611251952,1.0,0.007253562500000012,1.039421535326087,0.1460323252404892,0.15783204288266828,0.03792641771051983,0.27287664615342244
DEPTH_LOW,FAILURE_INTENT_MISUNDERSTANDING,0.2505,0.23575,0.06625,0.26447105788423153,1.1218284533795613,1.0,0.007194625000000003,1.0390481682496608,0.14489408033028311,0.15773809523809526,0.03758071034901085,0.2727445427279058
MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.1995,0.23175,0.066,0.3308270676691729,1.4275170125962153,1.0,0.019765874999999995,1.1480589887640449,0.37411986826415294,0.18069815195071867,0.12896461785769334,0.3078083558410589
PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.1995,0.23175,0.066,0.3308270676691729,1.4275170125962153,1.0,0.019765874999999995,1.1480589887640449,0.37411986826415294,0.18069815195071867,0.12896461785769334,0.3078083558410589
PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.1995,0.23175,0.066,0.3308270676691729,1.4275170125962153,1.0,0.019765874999999995,1.1480589887640449,0.37411986826415294,0.18069815195071867,0.12896461785769334,0.3078083558410589
SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.1995,0.23175,0.066,0.3308270676691729,1.4275170125962153,1.0,0.019765874999999995,1.1480589887640449,0.37411986826415294,0.18069815195071867,0.12896461785769334,0.3078083558410589
DEPTH_HIGH & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,0.199,0.23175,0.06575,0.33040201005025127,1.42568289126322,1.0,0.019631749999999996,1.147330206378987,0.3727612347683266,0.18013698630136987,0.1284113375206655,0.30705645270581605
DEPTH_MEDIUM & PATTERN_A_T_A,FAILURE_INTENT_MISUNDERSTANDING,0.281,0.23575,0.0645,0.2295373665480427,0.9736473660574452,1.0,-0.0017457500000000042,0.9919364896073902,-0.036278151544276264,0.14262023217247097,-0.008129059145511678,0.25156613820509244
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.28875,0.2085,0.064,0.22164502164502164,1.0630456673622142,1.0,0.003795625000000004,1.016888209121246,0.08338367750439377,0.14772071552221583,0.016607734232497354,0.26429972904793053
PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.28875,0.2085,0.064,0.22164502164502164,1.0630456673622142,1.0,0.003795625000000004,1.016888209121246,0.08338367750439377,0.14772071552221583,0.016607734232497354,0.26429972904793053
PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,0.28875,0.2085,0.064,0.22164502164502164,1.0630456673622142,1.0,0.003795625000000004,1.016888209121246,0.08338367750439377,0.14772071552221583,0.016607734232497354,0.26429972904793053
PATTERN_A_T_A & TOOL_LOW,FAILURE_INTENT_MISUNDERSTANDING,0.305,0.23575,0.06375,0.20901639344262296,0.8866018809867359,1.0,-0.008153749999999987,0.9662020725388601,-0.15542794510102914,0.13364779874213836,-0.03498018522391499,0.2397149835717887
DEPTH_HIGH & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,0.27575,0.23575,0.063,0.22846781504986402,0.9691105622475675,1.0,-0.0020080624999999908,0.9905613983548767,-0.04215447149138038,0.14046822742474918,-0.009528537716893644,0.24785002629481537
DEPTH_MEDIUM & TOOL_LOW,FAILURE_INTENT_MISUNDERSTANDING,0.2665,0.23575,0.06275,0.23545966228893056,0.9987684508544244,1.0,-7.737500000000452e-05,0.9996202453987729,-0.001678252665141245,0.1427758816837315,-0.0003798988695707258,0.25081572722081735
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.28875,0.18625,0.0625,0.21645021645021645,1.1621488131555247,1.0,0.0087203125,1.038542817679558,0.1961687170474517,0.15151515151515152,0.037112401167700704,0.27601034312443706
PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,0.28875,0.18625,0.0625,0.21645021645021645,1.1621488131555247,1.0,0.0087203125,1.038542817679558,0.1961687170474517,0.15151515151515152,0.037112401167700704,0.27601034312443706
