support,itemsets,itemset_length
0.1025,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & USER_REENTRY,3
0.10075,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.10075,DEPTH_MEDIUM & ONE_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,4
0.10075,DEPTH_MEDIUM & ONE_TOOL_CYCLE & USER_REENTRY,3
0.10025,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & USER_REENTRY,3
0.098,MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.098,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.098,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.098,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.098,MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,3
0.098,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.098,MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,3
0.098,PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.098,PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,3
0.098,PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,3
0.098,MULTI_TOOL_CYCLE & TOOL_HIGH,2
0.098,PATTERN_A_T_A & TOOL_HIGH,2
0.098,PATTERN_A_T_A_T_A & TOOL_HIGH,2
0.098,SEQ_LONG & TOOL_HIGH,2
0.098,TOOL_HIGH,1
0.0975,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,4
0.0975,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.0975,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,4
0.0975,DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.0975,DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.0975,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.0975,DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_HIGH,3
0.0975,DEPTH_HIGH & PATTERN_A_T_A & TOOL_HIGH,3
0.0975,DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.0975,DEPTH_HIGH & SEQ_LONG & TOOL_HIGH,3
0.0975,DEPTH_HIGH & TOOL_HIGH,2
0.09725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.09725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_MEDIUM,4
0.09725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM,3
0.095,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.095,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.095,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.09425,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & USER_REENTRY,3
0.09325,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A,3
0.09325,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION,2
0.093,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_LOW,4
0.093,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.093,DEPTH_MEDIUM & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,4
0.093,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.093,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.093,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,4
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.093,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.093,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.093,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.093,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.093,MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_LOW,3
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE & TOOL_LOW,3
0.093,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT,3
0.093,NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,3
0.093,NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,3
0.093,NO_USER_REENTRY & SEQ_SHORT & TOOL_LOW,3
0.093,NO_USER_REENTRY & ONE_TOOL_CYCLE,2
0.0925,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0925,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0925,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & USER_REENTRY,3
0.09175,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.09175,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE,3
0.09175,FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT,2
0.0915,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING,2
0.09125,PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.09125,SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,3
0.091,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A,3
0.0905,FAILURE_NO_FAILURE & SEQ_SHORT,2
0.09,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION,2
0.0895,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.0895,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE,3
0.08925,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.08925,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.08925,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.08925,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A,3
0.08925,PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,3
0.08925,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY,2
0.089,DEPTH_MEDIUM & SEQ_SHORT,2
0.0885,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW,2
0.08825,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.08825,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE,3
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,4
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.08775,DEPTH_MEDIUM & SEQ_SHORT & TOOL_LOW,3
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG,3
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG,3
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.08775,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG,2
0.0875,NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,4
0.0875,NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY,3
0.0875,NO_TOOL & NO_USER_REENTRY & SEQ_SHORT,3
0.0875,NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,3
0.0875,NO_TOOL & NO_USER_REENTRY,2
0.0875,NO_TOOL_CYCLE & NO_USER_REENTRY,2
0.08725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG,4
0.08725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG,4
0.08725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.08725,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG,3
0.08725,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR,2
0.0865,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM,3
0.0865,FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM,2
0.086,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.086,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.086,DEPTH_MEDIUM & SEQ_MEDIUM & USER_REENTRY,3
0.086,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.086,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_MEDIUM,3
0.086,FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM,2
0.08575,DEPTH_MEDIUM & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.0855,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY,4
0.0855,DEPTH_LOW & NO_TOOL & NO_USER_REENTRY & SEQ_SHORT,4
0.0855,DEPTH_LOW & NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,4
0.0855,DEPTH_LOW & NO_TOOL & NO_USER_REENTRY,3
0.0855,DEPTH_LOW & NO_TOOL_CYCLE & NO_USER_REENTRY,3
0.08475,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.08475,DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.08475,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.08425,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.084,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,4
0.084,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.084,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM & USER_REENTRY,3
0.0835,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM & USER_REENTRY,4
0.0835,DEPTH_LOW & PATTERN_A_T_A,2
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.08325,DEPTH_LOW & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE & TOOL_LOW,3
0.08325,DEPTH_LOW & PATTERN_A_T_A & SEQ_SHORT,3
0.08325,DEPTH_LOW & PATTERN_A_T_A & TOOL_LOW,3
0.08325,DEPTH_LOW & SEQ_SHORT & TOOL_LOW,3
0.08325,DEPTH_LOW & ONE_TOOL_CYCLE,2
0.08325,DEPTH_LOW & TOOL_LOW,2
0.083,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A,4
0.083,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT,4
0.083,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & TOOL_LOW,4
0.083,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT,4
0.083,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.083,DEPTH_LOW & NO_USER_REENTRY & SEQ_SHORT & TOOL_LOW,4
0.083,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE,3
0.083,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A,3
0.083,DEPTH_LOW & NO_USER_REENTRY & TOOL_LOW,3
0.0825,DEPTH_LOW & FAILURE_NO_FAILURE & SEQ_SHORT,3
0.0825,DEPTH_LOW & FAILURE_NO_FAILURE,2
0.082,DEPTH_LOW & USER_REENTRY,2
0.08175,NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.08175,DEPTH_LOW & SEQ_SHORT & USER_REENTRY,3
0.08175,NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,3
0.08175,NO_TOOL & SEQ_SHORT & USER_REENTRY,3
0.08175,NO_TOOL & USER_REENTRY,2
0.0815,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,4
0.0815,DEPTH_LOW & NO_TOOL & SEQ_SHORT & USER_REENTRY,4
0.0815,DEPTH_LOW & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.0815,DEPTH_LOW & NO_TOOL & USER_REENTRY,3
0.0815,DEPTH_LOW & NO_TOOL_CYCLE & USER_REENTRY,3
0.08125,DEPTH_HIGH & NO_USER_REENTRY,2
0.08125,FAILURE_NO_FAILURE & PATTERN_A_T_A,2
0.081,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.0805,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.0805,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.0805,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & TOOL_MEDIUM,3
0.0805,FAILURE_WRONG_TOOL_SELECTION & TOOL_MEDIUM,2
0.08025,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A,3
0.07975,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.07975,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.07975,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.07975,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.07975,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.07975,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A,3
0.07975,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.07975,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.07925,SEQ_SHORT & TOOL_LOW & USER_REENTRY,3
0.0785,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.0785,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.0785,ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.0785,DEPTH_MEDIUM & SEQ_SHORT & USER_REENTRY,3
0.0785,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,3
0.0785,ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,3
0.0785,ONE_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,3
0.0785,ONE_TOOL_CYCLE & SEQ_MEDIUM,2
0.07825,DEPTH_MEDIUM & SEQ_SHORT & TOOL_LOW & USER_REENTRY,4
0.07825,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & SEQ_MEDIUM,3
0.07825,FAILURE_WRONG_TOOL_SELECTION & SEQ_MEDIUM,2
0.078,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.078,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.078,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A,3
0.078,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING,2
0.0775,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0775,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.07725,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.07725,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.07725,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & USER_REENTRY,3
0.07725,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & USER_REENTRY,3
0.07725,FAILURE_INTENT_MISUNDERSTANDING & TOOL_LOW,2
0.07675,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & USER_REENTRY,4
0.07675,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.07675,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.07675,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & USER_REENTRY,3
0.07675,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.07675,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_MEDIUM,3
0.07675,FAILURE_PARAMETER_HALLUCINATION & TOOL_MEDIUM,2
0.0765,PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.07625,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.07625,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.07625,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.07625,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.07625,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A,3
0.07625,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & USER_REENTRY,3
0.07525,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & USER_REENTRY,4
0.07525,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_LOW,3
0.075,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.075,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.075,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.075,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A,3
0.075,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & USER_REENTRY,3
0.07475,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & USER_REENTRY,3
0.07425,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & USER_REENTRY,4
0.07425,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & USER_REENTRY,4
0.07425,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & USER_REENTRY,3
0.074,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A,3
0.074,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & SEQ_MEDIUM,3
0.074,FAILURE_PARAMETER_HALLUCINATION & SEQ_MEDIUM,2
0.0735,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0735,DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,4
0.0735,DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.0735,DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_MEDIUM,3
0.0735,FAILURE_WRONG_TOOL_SELECTION & SEQ_SHORT,2
0.07325,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & USER_REENTRY,4
0.073,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW,3
0.07275,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & USER_REENTRY,4
0.07275,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY,2
0.07275,FAILURE_WRONG_TOOL_SELECTION & TOOL_LOW,2
0.07225,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,4
0.07225,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.07225,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07225,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.07225,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07225,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07225,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG,3
0.07225,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,3
0.07225,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.07225,NO_USER_REENTRY & SEQ_MEDIUM & TOOL_MEDIUM,3
0.07225,NO_USER_REENTRY & SEQ_LONG,2
0.072,FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_SHORT,3
0.07175,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG,4
0.07175,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,4
0.07175,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.07175,DEPTH_HIGH & NO_USER_REENTRY & SEQ_LONG,3
0.071,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.071,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_MEDIUM,4
0.071,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM,3
0.07075,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY,2
0.0705,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.0705,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A,3
0.0705,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.0705,FAILURE_WRONG_TOOL_SELECTION & NO_USER_REENTRY,2
0.07,DEPTH_MEDIUM & FAILURE_WRONG_TOOL_SELECTION,2
0.06775,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.06775,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & TOOL_MEDIUM,4
0.06775,MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH & USER_REENTRY,4
0.06775,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH & USER_REENTRY,4
0.06775,MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH & USER_REENTRY,4
0.06775,PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH & USER_REENTRY,4
0.06775,PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH & USER_REENTRY,4
0.06775,PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH & USER_REENTRY,4
0.06775,DEPTH_HIGH & FAILURE_WRONG_TOOL_SELECTION & TOOL_MEDIUM,3
0.06775,MULTI_TOOL_CYCLE & TOOL_HIGH & USER_REENTRY,3
0.06775,PATTERN_A_T_A & TOOL_HIGH & USER_REENTRY,3
0.06775,PATTERN_A_T_A_T_A & TOOL_HIGH & USER_REENTRY,3
0.06775,SEQ_LONG & TOOL_HIGH & USER_REENTRY,3
0.06775,TOOL_HIGH & USER_REENTRY,2
