pattern_text,pattern_length,support_count,support_percent,failure_type,class_size,min_support_count
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → TOOL → ASSISTANT → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → TOOL → ASSISTANT → TOOL,5,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → TOOL → TOOL → ASSISTANT,5,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,4,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → ASSISTANT,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → TOOL → ASSISTANT → ASSISTANT,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → TOOL → ASSISTANT → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → TOOL → TOOL → ASSISTANT,4,157,43.73259052924791,Wrong Tool Selection,359,18
USER → TOOL → TOOL → TOOL,4,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → TOOL → TOOL,3,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,154,42.89693593314763,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → ASSISTANT,4,154,42.89693593314763,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER,4,154,42.89693593314763,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → ASSISTANT,4,154,42.89693593314763,Wrong Tool Selection,359,18
USER → TOOL → USER → ASSISTANT,4,154,42.89693593314763,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER,3,154,42.89693593314763,Wrong Tool Selection,359,18
ASSISTANT → USER → ASSISTANT,3,154,42.89693593314763,Wrong Tool Selection,359,18
TOOL → USER → ASSISTANT,3,154,42.89693593314763,Wrong Tool Selection,359,18
USER → ASSISTANT → USER,3,154,42.89693593314763,Wrong Tool Selection,359,18
USER → TOOL → USER,3,154,42.89693593314763,Wrong Tool Selection,359,18
ASSISTANT → USER,2,154,42.89693593314763,Wrong Tool Selection,359,18
TOOL → USER,2,154,42.89693593314763,Wrong Tool Selection,359,18
USER → USER → ASSISTANT → TOOL → ASSISTANT,5,128,35.65459610027855,Wrong Tool Selection,359,18
USER → USER → ASSISTANT → ASSISTANT,4,128,35.65459610027855,Wrong Tool Selection,359,18
USER → USER → ASSISTANT → TOOL,4,128,35.65459610027855,Wrong Tool Selection,359,18
USER → USER → TOOL → ASSISTANT,4,128,35.65459610027855,Wrong Tool Selection,359,18
USER → USER → TOOL,3,128,35.65459610027855,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,6,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → USER,6,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,6,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → USER → ASSISTANT,6,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → USER,5,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → USER,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → USER,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → USER,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → USER,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → TOOL → USER → ASSISTANT,5,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → USER → ASSISTANT,4,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → ASSISTANT → USER → ASSISTANT,4,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → TOOL → USER → ASSISTANT,4,97,27.019498607242337,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
USER → TOOL → TOOL → USER,4,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → USER,3,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → ASSISTANT → USER,3,97,27.019498607242337,Wrong Tool Selection,359,18
TOOL → TOOL → USER,3,97,27.019498607242337,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,6,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER → ASSISTANT → TOOL,6,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER → TOOL → ASSISTANT,6,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,6,95,26.46239554317549,Wrong Tool Selection,359,18
USER → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → ASSISTANT → TOOL,5,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → TOOL → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
TOOL → USER → ASSISTANT → TOOL → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → USER → TOOL,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → ASSISTANT → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → ASSISTANT → TOOL,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → TOOL → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → TOOL → USER → ASSISTANT → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → TOOL → USER → ASSISTANT → TOOL,5,95,26.46239554317549,Wrong Tool Selection,359,18
USER → TOOL → USER → TOOL → ASSISTANT,5,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → TOOL → USER → TOOL,4,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → USER → ASSISTANT → ASSISTANT,4,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → USER → ASSISTANT → TOOL,4,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → USER → TOOL → ASSISTANT,4,95,26.46239554317549,Wrong Tool Selection,359,18
TOOL → USER → ASSISTANT → ASSISTANT,4,95,26.46239554317549,Wrong Tool Selection,359,18
TOOL → USER → ASSISTANT → TOOL,4,95,26.46239554317549,Wrong Tool Selection,359,18
TOOL → USER → TOOL → ASSISTANT,4,95,26.46239554317549,Wrong Tool Selection,359,18
USER → ASSISTANT → USER → TOOL,4,95,26.46239554317549,Wrong Tool Selection,359,18
USER → TOOL → USER → TOOL,4,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → USER → TOOL,3,95,26.46239554317549,Wrong Tool Selection,359,18
TOOL → USER → TOOL,3,95,26.46239554317549,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → TOOL → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,93,25.90529247910863,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,93,25.90529247910863,Wrong Tool Selection,359,18
USER → ASSISTANT,2,362,100.0,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT,4,311,85.91160220994475,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT,3,311,85.91160220994475,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT,3,311,85.91160220994475,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL,3,311,85.91160220994475,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT,3,311,85.91160220994475,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT,2,311,85.91160220994475,Parameter Hallucination,362,19
ASSISTANT → TOOL,2,311,85.91160220994475,Parameter Hallucination,362,19
TOOL → ASSISTANT,2,311,85.91160220994475,Parameter Hallucination,362,19
USER → TOOL,2,311,85.91160220994475,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,5,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,5,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,5,261,72.09944751381215,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,5,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL,4,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL,4,261,72.09944751381215,Parameter Hallucination,362,19
USER → TOOL → TOOL → ASSISTANT,4,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → ASSISTANT,3,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL,3,261,72.09944751381215,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL,3,261,72.09944751381215,Parameter Hallucination,362,19
TOOL → ASSISTANT → ASSISTANT,3,261,72.09944751381215,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL,3,261,72.09944751381215,Parameter Hallucination,362,19
TOOL → TOOL → ASSISTANT,3,261,72.09944751381215,Parameter Hallucination,362,19
USER → TOOL → TOOL,3,261,72.09944751381215,Parameter Hallucination,362,19
TOOL → TOOL,2,261,72.09944751381215,Parameter Hallucination,362,19
USER → USER → ASSISTANT,3,207,57.182320441988956,Parameter Hallucination,362,19
USER → USER,2,207,57.182320441988956,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → ASSISTANT → TOOL → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → TOOL → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → ASSISTANT → TOOL → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → TOOL → ASSISTANT → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → TOOL → ASSISTANT → TOOL,5,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → TOOL → TOOL → ASSISTANT,5,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,4,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → ASSISTANT → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → ASSISTANT → TOOL → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
ASSISTANT → TOOL → TOOL → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → ASSISTANT → ASSISTANT,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → ASSISTANT → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → ASSISTANT → TOOL → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → TOOL → ASSISTANT → ASSISTANT,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → TOOL → ASSISTANT → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → TOOL → TOOL → ASSISTANT,4,201,55.52486187845304,Parameter Hallucination,362,19
USER → TOOL → TOOL → TOOL,4,201,55.52486187845304,Parameter Hallucination,362,19
TOOL → TOOL → TOOL,3,201,55.52486187845304,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,159,43.92265193370166,Parameter Hallucination,362,19
ASSISTANT → TOOL → USER → ASSISTANT,4,159,43.92265193370166,Parameter Hallucination,362,19
USER → ASSISTANT → TOOL → USER,4,159,43.92265193370166,Parameter Hallucination,362,19
USER → ASSISTANT → USER → ASSISTANT,4,159,43.92265193370166,Parameter Hallucination,362,19
USER → TOOL → USER → ASSISTANT,4,159,43.92265193370166,Parameter Hallucination,362,19
ASSISTANT → TOOL → USER,3,159,43.92265193370166,Parameter Hallucination,362,19
ASSISTANT → USER → ASSISTANT,3,159,43.92265193370166,Parameter Hallucination,362,19
TOOL → USER → ASSISTANT,3,159,43.92265193370166,Parameter Hallucination,362,19
USER → ASSISTANT → USER,3,159,43.92265193370166,Parameter Hallucination,362,19
USER → TOOL → USER,3,159,43.92265193370166,Parameter Hallucination,362,19
ASSISTANT → USER,2,159,43.92265193370166,Parameter Hallucination,362,19
