antecedent_text,consequent_item,failure_type,support,confidence,lift,leverage,conviction
PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
MULTI_TOOL_CYCLE & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
PATTERN_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0305,0.3112244897959183,1.342931994804394,0.007788499999999997,1.115385185185185
SEQ_SHORT & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.045,0.2795031055900621,1.340542472854015,0.011431499999999997,1.0985474137931033
DEPTH_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12925,0.31051051051051054,1.3398511780388804,0.0327840625,1.1142301829268293
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03025,0.31025641025641026,1.3387547368129893,0.007654374999999998,1.1138197026022305
DEPTH_HIGH & PATTERN_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03025,0.31025641025641026,1.3387547368129893,0.007654374999999998,1.1138197026022305
DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03025,0.31025641025641026,1.3387547368129893,0.007654374999999998,1.1138197026022305
DEPTH_HIGH & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03025,0.31025641025641026,1.3387547368129893,0.007654374999999998,1.1138197026022305
DEPTH_HIGH & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03025,0.31025641025641026,1.3387547368129893,0.007654374999999998,1.1138197026022305
SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0395,0.30326295585412666,1.308578018788033,0.009314562499999998,1.1026398071625343
DEPTH_HIGH & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.041,0.3031423290203327,1.3080575146508424,0.0096558125,1.1024489389920424
MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.043,0.3006993006993007,1.2975158606226567,0.00985975,1.0985975
PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05525,0.29986431478968795,1.2939129009263772,0.0125500625,1.0972873062015505
SEQ_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05525,0.29986431478968795,1.2939129009263772,0.0125500625,1.0972873062015505
NO_TOOL_CYCLE & SEQ_SHORT,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.06725,0.304643261608154,1.2922301658882462,0.015208187500000005,1.0990761400651465
NO_TOOL_CYCLE,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.06725,0.304643261608154,1.2922301658882462,0.015208187500000005,1.0990761400651465
DEPTH_MEDIUM & SEQ_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0535,0.2993006993006993,1.2914809031313885,0.0120746875,1.0964046906187623
MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1115,0.29634551495016614,1.2787292985983436,0.0243040625,1.0918000472143532
MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1115,0.29634551495016614,1.2787292985983436,0.0243040625,1.0918000472143532
PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1115,0.29634551495016614,1.2787292985983436,0.0243040625,1.0918000472143532
TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1115,0.29634551495016614,1.2787292985983436,0.0243040625,1.0918000472143532
DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.04075,0.294755877034358,1.2718700195657304,0.008710562499999998,1.0893391025641026
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.095,0.2945736434108527,1.2710836824632261,0.02026062499999999,1.0890576923076922
PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.095,0.2945736434108527,1.2710836824632261,0.02026062499999999,1.0890576923076922
PATTERN_A_T_A_T_A & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.095,0.2945736434108527,1.2710836824632261,0.02026062499999999,1.0890576923076922
DEPTH_HIGH & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.042,0.29319371727748694,1.2651293086407203,0.008801812500000006,1.0869314814814817
DEPTH_HIGH & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.042,0.29319371727748694,1.2651293086407203,0.008801812500000006,1.0869314814814817
DEPTH_HIGH & SEQ_MEDIUM & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.04025,0.2921960072595281,1.2608241952946195,0.008326437499999999,1.085399358974359
DEPTH_HIGH & SEQ_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03125,0.2310536044362292,1.2405562654294184,0.006059687499999997,1.0582662259615385
DEPTH_HIGH & PATTERN_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.07675,0.2294469357249626,1.23192985624141,0.014449374999999993,1.0560596508244422
DEPTH_HIGH & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.07675,0.22910447761194028,1.2300911549634377,0.014356249999999994,1.0555905130687318
MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.16525,0.28491379310344833,1.2294014804895288,0.030835,1.0743459915611815
MULTI_TOOL_CYCLE,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.16525,0.28491379310344833,1.2294014804895288,0.030835,1.0743459915611815
DEPTH_HIGH & SEQ_LONG & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0455,0.228643216080402,1.2276145829820242,0.00843625,1.054959283387622
DEPTH_HIGH & MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.07525,0.22854973424449507,1.2271126670845374,0.0139271875,1.0548314468503937
MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0455,0.22807017543859648,1.2245378547038737,0.008343125,1.0541761363636364
PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0455,0.22807017543859648,1.2245378547038737,0.008343125,1.0541761363636364
PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0455,0.22807017543859648,1.2245378547038737,0.008343125,1.0541761363636364
SEQ_LONG & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0455,0.22807017543859648,1.2245378547038737,0.008343125,1.0541761363636364
PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1095,0.28312863606981253,1.2216985375180691,0.019870687499999998,1.0716706492335437
SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1095,0.28312863606981253,1.2216985375180691,0.019870687499999998,1.0716706492335437
MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.14875,0.2826603325415677,1.2196778103196015,0.02679156249999999,1.0709710264900663
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.14875,0.2826603325415677,1.2196778103196015,0.02679156249999999,1.0709710264900663
PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.14875,0.2826603325415677,1.2196778103196015,0.02679156249999999,1.0709710264900663
PATTERN_A_T_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.14875,0.2826603325415677,1.2196778103196015,0.02679156249999999,1.0709710264900663
DEPTH_MEDIUM & TOOL_LOW & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.0415,0.2530487804878049,1.2136632157688485,0.007306,1.0596408163265305
DEPTH_MEDIUM & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.04175,0.25303030303030305,1.213574594869559,0.0073475,1.0596146044624746
DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22530009233610343,1.209664925294515,0.0105728125,1.0504067342073897
DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22530009233610343,1.209664925294515,0.0105728125,1.0504067342073897
DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22530009233610343,1.209664925294515,0.0105728125,1.0504067342073897
DEPTH_HIGH & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22530009233610343,1.209664925294515,0.0105728125,1.0504067342073897
TOOL_LOW & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.043,0.252199413489736,1.2095895131402208,0.007450749999999992,1.0584372549019607
DEPTH_HIGH & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03225,0.22513089005235604,1.208756456656945,0.0055696875000000035,1.050177364864865
DEPTH_HIGH & SEQ_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03225,0.22513089005235604,1.208756456656945,0.0055696875000000035,1.050177364864865
DEPTH_HIGH & TOOL_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.05875,0.22488038277511962,1.2074114511415819,0.010092187500000002,1.0498379629629628
DEPTH_HIGH & PATTERN_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.09325,0.22483423749246534,1.2071636912347132,0.016002812500000005,1.049775466562986
MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
MULTI_TOOL_CYCLE & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
PATTERN_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
SEQ_LONG,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.061,0.22447102115915363,1.2052135364249859,0.010386562500000002,1.0492838078291815
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.09175,0.2243276283618582,1.2044436422113192,0.015573749999999997,1.0490898345153665
DEPTH_HIGH & MULTI_TOOL_CYCLE,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.09175,0.2243276283618582,1.2044436422113192,0.015573749999999997,1.0490898345153665
MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.05875,0.22423664122137402,1.2039551206516725,0.009952499999999996,1.0489667896678965
PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.05875,0.22423664122137402,1.2039551206516725,0.009952499999999996,1.0489667896678965
TOOL_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.05875,0.22423664122137402,1.2039551206516725,0.009952499999999996,1.0489667896678965
PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.21725,0.2787937119024703,1.2029933631174554,0.0366588125,1.0652292037366549
DEPTH_HIGH,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.09325,0.22402402402402402,1.2028135518068404,0.015723437499999993,1.0486793730650155
DEPTH_HIGH & SEQ_MEDIUM & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03075,0.2232304900181488,1.1985529665403962,0.005094062499999996,1.0476080607476634
DEPTH_HIGH & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0615,0.2230281051677244,1.1974663364710034,0.0101415625,1.0473351808634772
DEPTH_MEDIUM & PATTERN_A_T_A & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05975,0.27726218097447797,1.196384815423853,0.009807874999999994,1.0629719101123596
MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.07625,0.22262773722627735,1.1953167099397441,0.012459374999999995,1.0467957746478873
MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.07625,0.22262773722627735,1.1953167099397441,0.012459374999999995,1.0467957746478873
DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03075,0.22242314647377937,1.194218236100829,0.005000937499999997,1.0465203488372092
USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.161,0.2766323024054983,1.1936668927961092,0.02612150000000002,1.0620463182897861
DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.06725,0.27646454265159304,1.1929430103628609,0.010876812500000006,1.0618000710227273
DEPTH_MEDIUM & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.06725,0.27646454265159304,1.1929430103628609,0.010876812500000006,1.0618000710227273
DEPTH_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.073,0.273921200750469,1.181968503777644,0.011238624999999988,1.058080749354005
DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.078,0.21940928270042195,1.1780364171834736,0.01178812500000001,1.0424797297297297
DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.078,0.21940928270042195,1.1780364171834736,0.01178812500000001,1.0424797297297297
DEPTH_HIGH & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.078,0.21940928270042195,1.1780364171834736,0.01178812500000001,1.0424797297297297
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0625,0.21645021645021645,1.1621488131555247,0.0087203125,1.038542817679558
PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0625,0.21645021645021645,1.1621488131555247,0.0087203125,1.038542817679558
PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0625,0.21645021645021645,1.1621488131555247,0.0087203125,1.038542817679558
PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.045,0.21608643457382953,1.1601956218729101,0.006213437500000002,1.038060872894334
MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05425,0.2679012345679012,1.155992382170016,0.007320624999999997,1.0493802698145025
PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05425,0.2679012345679012,1.155992382170016,0.007320624999999997,1.0493802698145025
SEQ_MEDIUM & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.05425,0.2679012345679012,1.155992382170016,0.007320624999999997,1.0493802698145025
MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03075,0.21503496503496505,1.1545501478387385,0.004116250000000002,1.0366703786191536
MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.03425,0.23951048951048956,1.148731364558703,0.004434500000000008,1.040777011494253
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0665,0.21382636655948553,1.148061028507305,0.008576250000000007,1.0350766871165644
DEPTH_HIGH & PATTERN_A_T_A & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0665,0.21382636655948553,1.148061028507305,0.008576250000000007,1.0350766871165644
DEPTH_HIGH & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.0665,0.21382636655948553,1.148061028507305,0.008576250000000007,1.0350766871165644
SEQ_SHORT,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.09175,0.2686676427525622,1.1396294496397126,0.011241374999999998,1.0450105105105105
USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.138,0.23711340206185572,1.137234542263097,0.01665300000000003,1.0375067567567569
DEPTH_MEDIUM & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.074,0.26334519572953735,1.1363330991565797,0.00887824999999999,1.0428900966183576
DEPTH_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.08725,0.26181545386346583,1.129732271255516,0.010019312499999988,1.040728912601626
MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.122,0.2103448275862069,1.1293682018051376,0.013975000000000001,1.0305131004366812
MULTI_TOOL_CYCLE,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.122,0.2103448275862069,1.1293682018051376,0.013975000000000001,1.0305131004366812
PATTERN_A_T_A & USER_REENTRY,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.09425,0.21002785515320335,1.1276663363930381,0.010670312500000001,1.03009961212976
ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.052,0.26097867001254704,1.1261215534521987,0.0058238124999999905,1.0395505093378608
ONE_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.052,0.26097867001254704,1.1261215534521987,0.0058238124999999905,1.0395505093378608
ONE_TOOL_CYCLE & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.052,0.26097867001254704,1.1261215534521987,0.0058238124999999905,1.0395505093378608
ONE_TOOL_CYCLE,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.052,0.26097867001254704,1.1261215534521987,0.0058238124999999905,1.0395505093378608
SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.0305,0.23416506717850286,1.1230938473789107,0.0033428749999999986,1.0335125313283207
DEPTH_LOW & SEQ_SHORT,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.06625,0.26473526473526476,1.1229491611251952,0.007253562500000012,1.039421535326087
DEPTH_LOW,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.06625,0.26447105788423153,1.1218284533795613,0.007194625000000003,1.0390481682496608
DEPTH_HIGH & SEQ_MEDIUM & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.03125,0.2310536044362292,1.1081707646821544,0.003050375000000001,1.0293305288461538
NO_TOOL_CYCLE & SEQ_SHORT,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.051,0.23103057757644394,1.1080603241076448,0.004973624999999995,1.02929970544919
NO_TOOL_CYCLE,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.051,0.23103057757644394,1.1080603241076448,0.004973624999999995,1.02929970544919
DEPTH_HIGH & SEQ_LONG & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03575,0.20634920634920634,1.1079152018749334,0.0034821874999999974,1.0253249999999998
MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03575,0.20575539568345325,1.1047269566896818,0.003389062499999998,1.0245584239130434
PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03575,0.20575539568345325,1.1047269566896818,0.003389062499999998,1.0245584239130434
PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03575,0.20575539568345325,1.1047269566896818,0.003389062499999998,1.0245584239130434
SEQ_LONG & TOOL_MEDIUM,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.03575,0.20575539568345325,1.1047269566896818,0.003389062499999998,1.0245584239130434
MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.10825,0.20570071258907363,1.1044333561829456,0.0102359375,1.0244878887559807
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.10825,0.20570071258907363,1.1044333561829456,0.0102359375,1.0244878887559807
PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.10825,0.20570071258907363,1.1044333561829456,0.0102359375,1.0244878887559807
PATTERN_A_T_A_T_A,FAILURE_PARAMETER_HALLUCINATION,Parameter Hallucination,0.10825,0.20570071258907363,1.1044333561829456,0.0102359375,1.0244878887559807
