support,itemsets,itemset_length
0.10498812351543943,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.10498812351543943,DEPTH_MEDIUM & NO_USER_REENTRY & TOOL_LOW,3
0.10403800475059383,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.10403800475059383,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.10403800475059383,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,4
0.10403800475059383,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.10403800475059383,DEPTH_MEDIUM & ONE_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,4
0.10403800475059383,DEPTH_MEDIUM & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.10403800475059383,DEPTH_MEDIUM & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.10403800475059383,MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.10403800475059383,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.10403800475059383,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.10403800475059383,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.10403800475059383,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & TOOL_LOW,3
0.10403800475059383,DEPTH_MEDIUM & ONE_TOOL_CYCLE & USER_REENTRY,3
0.10403800475059383,DEPTH_MEDIUM & PATTERN_A_T_A_T_A & TOOL_LOW,3
0.10403800475059383,MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,3
0.10403800475059383,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_LOW,3
0.10403800475059383,MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,3
0.10403800475059383,PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_LOW,3
0.10403800475059383,PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,3
0.10403800475059383,MULTI_TOOL_CYCLE & TOOL_LOW,2
0.10403800475059383,PATTERN_A_T_A_T_A & TOOL_LOW,2
0.10356294536817102,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.10356294536817102,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.10356294536817102,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & USER_REENTRY,3
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,4
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG,3
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG,3
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.10308788598574822,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG,2
0.10261282660332542,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG,4
0.10261282660332542,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG,4
0.10261282660332542,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.10261282660332542,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG,3
0.1016627078384798,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,4
0.1016627078384798,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,4
0.1016627078384798,DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_HIGH,3
0.1016627078384798,DEPTH_HIGH & PATTERN_A_T_A & TOOL_HIGH,3
0.1016627078384798,DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.1016627078384798,DEPTH_HIGH & SEQ_LONG & TOOL_HIGH,3
0.1016627078384798,MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,3
0.1016627078384798,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.1016627078384798,MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,3
0.1016627078384798,PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,3
0.1016627078384798,PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,3
0.1016627078384798,PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,3
0.1016627078384798,DEPTH_HIGH & TOOL_HIGH,2
0.1016627078384798,MULTI_TOOL_CYCLE & TOOL_HIGH,2
0.1016627078384798,PATTERN_A_T_A & TOOL_HIGH,2
0.1016627078384798,PATTERN_A_T_A_T_A & TOOL_HIGH,2
0.1016627078384798,SEQ_LONG & TOOL_HIGH,2
0.1016627078384798,TOOL_HIGH,1
0.1007125890736342,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & USER_REENTRY,4
0.0997624703087886,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.0997624703087886,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.0997624703087886,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.0997624703087886,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING,2
0.0997624703087886,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A_T_A,2
0.0992874109263658,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A,3
0.09833729216152019,FAILURE_INTENT_MISUNDERSTANDING & SEQ_SHORT,2
0.09833729216152019,FAILURE_PARAMETER_HALLUCINATION & USER_REENTRY,2
0.09786223277909739,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW,2
0.09738717339667459,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.09738717339667459,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE,3
0.09691211401425179,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,4
0.09691211401425179,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.09691211401425179,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM & USER_REENTRY,3
0.09691211401425179,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR,2
0.09643705463182897,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM & USER_REENTRY,4
0.09548693586698337,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.09548693586698337,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.09548693586698337,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_MEDIUM,3
0.09548693586698337,FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM,2
0.09358669833729216,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & SEQ_MEDIUM,3
0.09358669833729216,FAILURE_INTENT_MISUNDERSTANDING & SEQ_MEDIUM,2
0.09311163895486936,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_LOW,4
0.09311163895486936,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.09311163895486936,DEPTH_MEDIUM & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,4
0.09311163895486936,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.09311163895486936,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.09311163895486936,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.09311163895486936,MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_LOW,3
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE & TOOL_LOW,3
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT,3
0.09311163895486936,NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_LOW,3
0.09311163895486936,NO_USER_REENTRY & SEQ_MEDIUM & TOOL_LOW,3
0.09311163895486936,NO_USER_REENTRY & SEQ_SHORT & TOOL_LOW,3
0.09311163895486936,NO_USER_REENTRY & ONE_TOOL_CYCLE,2
0.09168646080760096,FAILURE_INTENT_MISUNDERSTANDING & NO_USER_REENTRY,2
0.09121140142517815,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.09121140142517815,FAILURE_NO_FAILURE & SEQ_SHORT,2
0.09121140142517815,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE,2
0.09073634204275534,DEPTH_MEDIUM & SEQ_SHORT,2
0.09026128266033254,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.09026128266033254,PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.09026128266033254,SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,3
0.08978622327790974,DEPTH_MEDIUM & SEQ_SHORT & TOOL_LOW,3
0.08978622327790974,DEPTH_HIGH & NO_USER_REENTRY,2
0.08883610451306413,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.08883610451306413,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.08883610451306413,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.08883610451306413,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.08883610451306413,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A,3
0.08883610451306413,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.08741092636579573,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.08741092636579573,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.08693586698337293,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A,3
0.08693586698337293,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION,2
0.08646080760095012,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,4
0.08646080760095012,DEPTH_LOW & NO_TOOL & SEQ_SHORT & USER_REENTRY,4
0.08646080760095012,DEPTH_LOW & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.08646080760095012,NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,4
0.08646080760095012,DEPTH_LOW & NO_TOOL & USER_REENTRY,3
0.08646080760095012,DEPTH_LOW & NO_TOOL_CYCLE & USER_REENTRY,3
0.08646080760095012,DEPTH_LOW & SEQ_SHORT & USER_REENTRY,3
0.08646080760095012,NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,3
0.08646080760095012,NO_TOOL & SEQ_SHORT & USER_REENTRY,3
0.08646080760095012,DEPTH_LOW & USER_REENTRY,2
0.08646080760095012,NO_TOOL & USER_REENTRY,2
0.0850356294536817,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.0850356294536817,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.0850356294536817,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A,3
0.0845605700712589,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.0845605700712589,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.0845605700712589,DEPTH_HIGH & FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE,3
0.0845605700712589,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM & USER_REENTRY,3
0.0840855106888361,NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,4
0.0840855106888361,NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY,3
0.0840855106888361,NO_TOOL & NO_USER_REENTRY & SEQ_SHORT,3
0.0840855106888361,NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,3
0.0840855106888361,NO_TOOL & NO_USER_REENTRY,2
0.0840855106888361,NO_TOOL_CYCLE & NO_USER_REENTRY,2
0.0836104513064133,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.0836104513064133,DEPTH_LOW & FAILURE_NO_FAILURE & SEQ_SHORT,3
0.0836104513064133,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & USER_REENTRY,3
0.0836104513064133,DEPTH_LOW & FAILURE_NO_FAILURE,2
0.0831353919239905,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.0831353919239905,DEPTH_MEDIUM & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.0831353919239905,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.0831353919239905,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.0831353919239905,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.0831353919239905,DEPTH_MEDIUM & SEQ_MEDIUM & USER_REENTRY,3
0.0831353919239905,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.0831353919239905,FAILURE_WRONG_TOOL_SELECTION & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.0831353919239905,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.0831353919239905,DEPTH_MEDIUM & FAILURE_INTENT_MISUNDERSTANDING,2
0.0831353919239905,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A_T_A,2
0.0826603325415677,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,4
0.0826603325415677,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.0826603325415677,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.0826603325415677,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG,3
0.0826603325415677,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,3
0.0826603325415677,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,3
0.0826603325415677,NO_USER_REENTRY & SEQ_LONG,2
0.0821852731591449,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & USER_REENTRY,4
0.0821852731591449,DEPTH_HIGH & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_LONG,4
0.0821852731591449,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_LONG,4
0.0821852731591449,DEPTH_HIGH & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_LONG,4
0.0821852731591449,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE & NO_USER_REENTRY,4
0.0821852731591449,DEPTH_LOW & NO_TOOL & NO_USER_REENTRY & SEQ_SHORT,4
0.0821852731591449,DEPTH_LOW & NO_TOOL_CYCLE & NO_USER_REENTRY & SEQ_SHORT,4
0.0821852731591449,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & USER_REENTRY,3
0.0821852731591449,DEPTH_HIGH & NO_USER_REENTRY & SEQ_LONG,3
0.0821852731591449,DEPTH_LOW & NO_TOOL & NO_USER_REENTRY,3
0.0821852731591449,DEPTH_LOW & NO_TOOL_CYCLE & NO_USER_REENTRY,3
0.0821852731591449,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_LOW,3
0.0821852731591449,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY,2
0.0817102137767221,FAILURE_EXECUTION_CASCADING_ERROR & NO_USER_REENTRY & PATTERN_A_T_A,3
0.0817102137767221,FAILURE_INTENT_MISUNDERSTANDING & TOOL_LOW,2
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & PATTERN_A_T_A,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & SEQ_SHORT,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_SHORT,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & SEQ_SHORT & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,4
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & ONE_TOOL_CYCLE,3
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & PATTERN_A_T_A,3
0.08123515439429929,DEPTH_LOW & NO_USER_REENTRY & TOOL_LOW,3
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & SEQ_SHORT,3
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE & TOOL_LOW,3
0.08123515439429929,DEPTH_LOW & PATTERN_A_T_A & SEQ_SHORT,3
0.08123515439429929,DEPTH_LOW & PATTERN_A_T_A & TOOL_LOW,3
0.08123515439429929,DEPTH_LOW & SEQ_SHORT & TOOL_LOW,3
0.08123515439429929,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A,3
0.08123515439429929,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & USER_REENTRY,3
0.08123515439429929,DEPTH_LOW & ONE_TOOL_CYCLE,2
0.08123515439429929,DEPTH_LOW & PATTERN_A_T_A,2
0.08123515439429929,DEPTH_LOW & TOOL_LOW,2
0.08076009501187649,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.08076009501187649,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.08076009501187649,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_LOW,3
0.08076009501187649,PATTERN_A_T_A_T_A & SEQ_MEDIUM & USER_REENTRY,3
0.08028503562945369,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & USER_REENTRY,4
0.07933491686460807,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.07933491686460807,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.07933491686460807,ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,4
0.07933491686460807,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,3
0.07933491686460807,ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,3
0.07933491686460807,ONE_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,3
0.07933491686460807,ONE_TOOL_CYCLE & SEQ_MEDIUM,2
0.07885985748218527,FAILURE_NO_FAILURE & PATTERN_A_T_A,2
0.07838479809976247,SEQ_SHORT & TOOL_LOW & USER_REENTRY,3
0.07790973871733967,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.07790973871733967,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & TOOL_MEDIUM,4
0.07790973871733967,DEPTH_MEDIUM & SEQ_SHORT & TOOL_LOW & USER_REENTRY,4
0.07790973871733967,DEPTH_HIGH & FAILURE_INTENT_MISUNDERSTANDING & TOOL_MEDIUM,3
0.07790973871733967,DEPTH_MEDIUM & SEQ_SHORT & USER_REENTRY,3
0.07695961995249406,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A & USER_REENTRY,3
0.07648456057007126,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.07648456057007126,DEPTH_HIGH & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.07648456057007126,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07648456057007126,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.07648456057007126,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.07648456057007126,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.07600950118764846,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.07600950118764846,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.07600950118764846,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.07600950118764846,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & USER_REENTRY,3
0.07553444180522566,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_LONG & USER_REENTRY,4
0.07505938242280286,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.07458432304038004,FAILURE_NO_FAILURE & NO_USER_REENTRY & PATTERN_A_T_A,3
0.07363420427553444,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM,4
0.07363420427553444,DEPTH_MEDIUM & FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM,3
0.07363420427553444,FAILURE_PARAMETER_HALLUCINATION & NO_USER_REENTRY,2
0.07315914489311164,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.07315914489311164,FAILURE_NO_FAILURE & NO_USER_REENTRY & SEQ_SHORT,3
0.07315914489311164,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.07315914489311164,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A & TOOL_MEDIUM,3
0.07315914489311164,FAILURE_PARAMETER_HALLUCINATION & TOOL_MEDIUM,2
0.07268408551068883,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07268408551068883,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07268408551068883,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.07268408551068883,NO_USER_REENTRY & SEQ_MEDIUM & TOOL_MEDIUM,3
