pattern_text,failure_type,overall_support_percent,class_support_percent,enrichment_ratio
TOOL → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
TOOL → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → TOOL → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
TOOL → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,No Failure,47.458432304038006,16.955017301038062,0.35726037456141263
USER → USER → ASSISTANT,No Failure,57.43467933491686,15.916955017301039,0.27713143351049374
USER → USER,No Failure,57.43467933491686,15.916955017301039,0.27713143351049374
